,accept,reward,m_type,income,accounts,overdraft,rating,cards,homes,family,Owner,balance
2076,No,Air Miles,Postcard,2,1,No,1,3,1,3,Yes,1119.0
2077,No,Air Miles,Letter,3,1,No,1,2,1,4,No,177.0
2078,No,Cash Back,Postcard,1,1,No,2,1,1,4,Yes,1381.0
2079,No,Air Miles,Letter,1,1,Yes,1,1,1,2,Yes,1125.0
2080,No,Air Miles,Postcard,1,2,No,1,2,1,5,Yes,390.0
2081,No,Air Miles,Letter,1,1,No,3,1,1,3,No,492.0
2082,No,Points,Postcard,2,1,No,3,1,2,4,Yes,210.0
2083,No,Points,Letter,3,1,No,3,3,2,3,Yes,1924.0
2084,No,Points,Postcard,3,2,No,3,1,1,5,No,826.0
2085,No,Air Miles,Postcard,3,1,No,2,2,1,3,Yes,259.0
2086,No,Air Miles,Postcard,3,1,No,2,2,1,4,Yes,2084.0
2087,No,Points,Letter,2,1,No,2,2,1,5,Yes,1376.0
2088,No,Air Miles,Letter,1,1,No,1,1,2,4,Yes,1035.0
2089,No,Air Miles,Letter,2,1,Yes,3,2,1,4,Yes,471.0
2090,No,Air Miles,Letter,3,1,No,2,2,1,3,No,283.0
2091,No,Air Miles,Postcard,1,1,No,2,2,2,5,Yes,5.0
2092,No,Air Miles,Postcard,2,1,No,3,3,1,2,Yes,390.0
2093,No,Cash Back,Letter,3,2,No,2,2,1,3,Yes,419.0
2094,No,Air Miles,Postcard,3,1,No,3,2,1,3,No,754.0
2095,No,Cash Back,Postcard,3,1,No,3,1,1,4,No,694.0
2096,No,Points,Postcard,3,1,No,3,2,2,5,Yes,319.0
2097,No,Points,Letter,1,1,Yes,3,1,1,4,Yes,1019.0
2098,Yes,Air Miles,Letter,1,1,No,2,2,1,3,No,172.0
2099,No,Air Miles,Letter,1,1,Yes,3,2,1,4,No,172.0
2100,No,Air Miles,Postcard,3,2,No,1,1,1,4,No,675.0
2101,No,Points,Letter,2,2,No,2,1,1,4,Yes,779.0
2102,No,Air Miles,Postcard,2,1,No,3,1,1,4,Yes,91.0
2103,No,Cash Back,Postcard,2,1,No,2,3,1,3,No,1943.0
2104,No,Points,Letter,2,1,No,3,2,1,5,Yes,1262.0
2105,No,Air Miles,Letter,1,1,No,2,3,1,3,Yes,643.0
2106,No,Points,Letter,3,1,No,2,1,1,5,No,750.0
2107,No,Points,Letter,3,1,No,1,2,2,4,Yes,913.0
2108,No,Air Miles,Letter,3,2,No,3,2,2,3,No,133.0
2109,No,Air Miles,Letter,2,2,No,3,3,1,3,No,1876.0
2110,No,Air Miles,Letter,2,2,Yes,2,1,1,5,Yes,991.0
2111,No,Air Miles,Letter,2,2,Yes,1,2,1,5,Yes,919.0
2112,No,Cash Back,Postcard,2,2,No,2,3,1,5,No,589.0
2113,No,Points,Letter,2,1,Yes,3,1,1,5,No,964.0
2114,No,Points,Postcard,2,1,No,2,1,1,5,Yes,1444.0
2115,No,Air Miles,Postcard,1,1,Yes,3,2,1,2,Yes,832.0
2116,Yes,Air Miles,Postcard,1,1,No,1,1,1,4,Yes,1369.0
2117,No,Air Miles,Letter,1,1,Yes,1,2,1,4,Yes,421.0
2118,No,Air Miles,Letter,1,1,No,2,1,1,5,No,445.0
2119,Yes,Air Miles,Postcard,3,2,No,2,3,2,5,Yes,570.0
2120,Yes,Air Miles,Postcard,1,1,No,2,1,1,4,No,410.0
2121,No,Air Miles,Letter,2,1,No,1,1,1,4,Yes,308.0
2122,Yes,Points,Postcard,1,1,No,1,2,1,5,Yes,1729.0
2123,No,Cash Back,Letter,3,1,No,2,2,1,4,Yes,1770.0
2124,No,Cash Back,Postcard,2,2,No,3,1,1,3,Yes,1300.0
2125,No,Points,Postcard,2,1,No,3,2,1,5,Yes,707.0
2126,No,Air Miles,Postcard,1,1,No,3,1,1,3,Yes,405.0
2127,No,Cash Back,Letter,2,2,No,1,2,2,3,No,1471.0
2128,No,Cash Back,Postcard,3,2,No,2,1,1,5,Yes,498.0
2129,No,Points,Postcard,3,2,No,1,2,2,3,No,1424.0
2130,No,Points,Letter,2,1,No,2,2,1,2,Yes,475.0
2131,No,Air Miles,Letter,1,1,No,1,1,1,2,No,2042.0
2132,No,Points,Letter,2,1,No,2,1,1,4,No,379.0
2133,No,Air Miles,Postcard,2,2,Yes,3,2,1,5,Yes,875.0
2134,No,Points,Letter,3,1,No,2,1,2,2,No,772.0
2135,No,Points,Postcard,2,1,No,3,2,2,4,Yes,825.0
2136,No,Points,Postcard,2,1,No,1,1,1,2,No,866.0
2137,No,Cash Back,Postcard,2,1,No,1,1,1,2,No,1592.0
2138,No,Points,Postcard,1,2,No,3,3,1,3,No,580.0
2139,Yes,Points,Letter,3,1,No,1,1,1,4,Yes,626.0
2140,No,Cash Back,Postcard,2,1,No,1,2,1,3,Yes,111.0
2141,No,Cash Back,Letter,2,1,No,2,2,1,5,No,107.0
2142,No,Points,Postcard,2,2,No,1,2,1,3,Yes,475.0
2143,No,Air Miles,Postcard,2,1,Yes,2,2,1,4,Yes,69.0
2144,No,Cash Back,Letter,2,1,No,3,3,1,4,Yes,1763.0
2145,No,Points,Postcard,1,1,No,2,2,2,3,No,254.0
2146,No,Points,Letter,2,2,No,2,1,2,2,No,1163.0
2147,No,Cash Back,Letter,1,2,Yes,1,3,2,3,Yes,1043.0
2148,No,Points,Postcard,1,1,No,1,2,2,2,Yes,749.0
2149,No,Air Miles,Postcard,2,1,No,2,1,1,5,No,547.0
2150,No,Air Miles,Letter,2,2,No,1,2,1,3,Yes,1463.0
2151,No,Cash Back,Postcard,2,1,No,3,2,2,2,Yes,1720.0
2152,No,Cash Back,Letter,1,2,No,3,2,2,3,Yes,232.0
2153,No,Cash Back,Postcard,3,2,Yes,1,2,2,3,Yes,228.0
2154,No,Points,Postcard,3,1,No,2,1,1,3,Yes,335.0
2155,No,Points,Postcard,3,1,Yes,2,1,1,2,Yes,26.0
2156,Yes,Points,Letter,2,1,No,1,1,2,3,Yes,479.0
2157,No,Points,Postcard,1,1,No,3,1,1,3,No,2003.0
2158,No,Cash Back,Postcard,2,1,No,3,1,1,5,No,918.0
2159,No,Points,Postcard,2,1,Yes,2,3,1,5,Yes,1837.0
2160,No,Air Miles,Postcard,1,1,No,3,1,1,4,Yes,1323.0
2161,No,Points,Postcard,2,1,No,3,2,1,5,Yes,322.0
2162,No,Points,Letter,1,1,No,3,2,1,3,No,25.0
2163,No,Air Miles,Letter,1,2,No,1,3,1,2,Yes,1595.0
2164,No,Cash Back,Letter,2,1,Yes,2,2,1,4,Yes,786.0
2165,No,Cash Back,Letter,1,2,No,1,3,1,4,Yes,371.0
2166,No,Cash Back,Letter,3,1,No,2,2,1,3,Yes,520.0
2167,No,Air Miles,Letter,2,2,Yes,3,2,1,3,Yes,671.0
2168,No,Points,Postcard,3,2,No,3,2,2,3,No,1037.0
2169,No,Air Miles,Postcard,2,1,No,1,1,1,3,Yes,906.0
2170,No,Cash Back,Postcard,2,1,Yes,1,3,2,4,Yes,1538.0
2171,No,Air Miles,Postcard,2,1,No,1,3,2,3,Yes,69.0
2172,No,Cash Back,Postcard,3,1,No,2,3,1,3,Yes,508.0
2173,No,Cash Back,Letter,2,1,No,3,1,1,4,Yes,1007.0
2174,No,Points,Postcard,2,2,No,3,1,2,2,No,178.0
2175,No,Cash Back,Postcard,2,1,Yes,3,1,1,2,Yes,252.0
2176,No,Points,Letter,1,1,No,2,1,1,2,Yes,1819.0
2177,No,Cash Back,Postcard,2,2,No,3,1,2,5,Yes,172.0
2178,No,Air Miles,Postcard,2,1,No,1,3,1,2,Yes,1299.0
2179,No,Cash Back,Postcard,2,1,No,1,3,1,3,Yes,1762.0
2180,No,Cash Back,Postcard,2,1,No,1,1,1,4,Yes,1840.0
2181,No,Cash Back,Letter,1,1,No,2,1,1,5,No,554.0
2182,No,Air Miles,Letter,1,1,No,1,2,1,2,No,840.0
2183,No,Cash Back,Letter,2,1,No,3,2,1,3,No,1172.0
2184,No,Points,Postcard,3,1,No,1,1,1,2,Yes,826.0
2185,Yes,Points,Postcard,2,2,No,3,2,1,2,No,662.0
2186,No,Cash Back,Postcard,2,1,No,3,2,2,5,No,1914.0
2187,No,Points,Letter,2,1,No,3,2,1,3,Yes,1279.0
2188,No,Cash Back,Postcard,2,1,No,1,2,1,4,Yes,576.0
2189,No,Points,Postcard,3,1,No,2,2,1,3,Yes,1200.0
2190,No,Cash Back,Letter,3,1,Yes,3,1,1,4,No,920.0
2191,No,Points,Letter,2,1,No,1,3,2,3,No,72.0
2192,No,Cash Back,Postcard,1,1,No,2,3,1,1,No,730.0
2193,No,Points,Letter,2,1,No,2,2,1,3,No,642.0
2194,No,Points,Letter,2,1,No,2,1,1,3,Yes,138.0
2195,No,Points,Postcard,2,1,No,2,1,1,3,Yes,1399.0
2196,No,Cash Back,Postcard,3,2,No,3,3,2,4,Yes,739.0
2197,No,Points,Letter,2,1,No,3,2,1,5,Yes,358.0
2198,No,Points,Postcard,1,1,No,1,3,1,3,No,891.0
2199,Yes,Air Miles,Postcard,1,1,No,2,2,1,5,Yes,1107.0
2200,No,Air Miles,Postcard,1,1,No,3,2,1,5,Yes,1727.0
2201,No,Cash Back,Postcard,2,1,Yes,3,3,1,5,Yes,31.0
2202,Yes,Cash Back,Postcard,1,2,No,1,3,1,4,Yes,130.0
2203,No,Points,Postcard,2,1,Yes,1,1,1,2,No,1667.0
2204,No,Cash Back,Postcard,1,1,No,3,2,1,4,No,981.0
2205,No,Cash Back,Letter,1,1,No,3,2,1,3,Yes,266.0
2206,No,Points,Letter,2,2,No,1,3,1,4,Yes,150.0
2207,No,Cash Back,Postcard,1,1,No,3,1,2,5,Yes,756.0
2208,No,Air Miles,Postcard,3,2,No,1,2,1,5,No,1329.0
2209,No,Cash Back,Letter,2,2,No,1,3,2,3,Yes,1439.0
2210,No,Points,Postcard,2,1,No,2,1,1,2,No,1611.0
2211,No,Cash Back,Postcard,1,1,No,2,3,1,5,Yes,766.0
2212,No,Cash Back,Postcard,3,2,No,1,2,1,4,No,1391.0
2213,No,Cash Back,Letter,2,2,No,1,3,1,3,No,48.0
2214,No,Cash Back,Postcard,2,1,No,3,3,1,1,Yes,992.0
2215,No,Points,Postcard,3,1,Yes,3,2,2,5,No,435.0
2216,Yes,Points,Letter,1,1,No,1,2,1,3,No,964.0
2217,No,Points,Postcard,2,1,No,1,3,1,4,Yes,805.0
2218,No,Cash Back,Postcard,2,1,No,1,1,2,4,No,230.0
2219,No,Points,Postcard,2,1,No,2,2,1,4,Yes,370.0
2220,No,Cash Back,Letter,3,1,No,1,2,1,4,No,379.0
2221,No,Cash Back,Postcard,2,1,Yes,2,2,1,1,Yes,969.0
2222,Yes,Points,Letter,2,2,No,2,1,1,3,No,1393.0
2223,No,Air Miles,Postcard,1,2,Yes,1,3,1,3,Yes,239.0
2224,No,Points,Postcard,3,1,Yes,3,1,2,1,Yes,698.0
2225,No,Air Miles,Postcard,3,1,No,3,2,1,4,Yes,480.0
2226,No,Air Miles,Letter,3,1,No,1,1,1,2,No,277.0
2227,Yes,Points,Letter,1,1,No,1,1,1,2,Yes,152.0
2228,No,Air Miles,Letter,1,1,No,3,2,1,5,Yes,2021.0
2229,No,Cash Back,Letter,1,1,No,1,1,1,4,Yes,642.0
2230,No,Cash Back,Postcard,1,2,No,1,1,1,2,Yes,121.0
2231,No,Cash Back,Letter,2,1,No,3,2,2,5,No,1513.0
2232,No,Air Miles,Letter,2,2,No,1,2,1,5,Yes,265.0
2233,No,Cash Back,Postcard,3,1,No,2,1,2,5,Yes,1004.0
2234,No,Points,Letter,1,1,No,3,1,1,3,Yes,1579.0
2235,No,Points,Postcard,2,1,No,3,2,1,4,Yes,1323.0
2236,No,Air Miles,Letter,2,1,No,1,2,2,3,No,914.0
2237,No,Cash Back,Letter,1,1,No,2,2,1,3,No,625.0
2238,No,Points,Letter,3,2,No,3,1,1,4,Yes,313.0
2239,No,Cash Back,Postcard,3,2,No,2,1,1,3,No,930.0
2240,No,Cash Back,Letter,2,1,No,1,2,1,3,Yes,1168.0
2241,No,Air Miles,Postcard,1,2,No,1,1,1,3,No,797.0
2242,No,Cash Back,Letter,3,2,No,1,3,2,3,No,375.0
2243,No,Cash Back,Letter,1,2,No,2,1,2,4,Yes,2063.0
2244,No,Cash Back,Postcard,2,1,No,3,2,2,2,Yes,634.0
2245,No,Air Miles,Letter,3,2,No,1,3,2,3,Yes,1752.0
2246,No,Cash Back,Letter,3,2,No,1,2,1,3,Yes,1627.0
2247,Yes,Points,Letter,2,1,No,1,3,1,3,Yes,997.0
2248,No,Air Miles,Postcard,2,1,No,2,2,1,3,No,179.0
2249,No,Cash Back,Postcard,2,1,No,1,3,1,5,Yes,366.0
2250,No,Cash Back,Postcard,1,1,No,1,1,2,3,No,923.0
2251,No,Cash Back,Postcard,3,1,No,2,2,1,4,Yes,1521.0
2252,No,Air Miles,Postcard,2,2,No,3,2,2,3,Yes,1466.0
2253,Yes,Air Miles,Postcard,2,1,No,2,3,2,3,Yes,402.0
2254,No,Cash Back,Postcard,2,1,Yes,3,2,1,5,Yes,733.0
2255,No,Air Miles,Letter,2,1,No,3,2,1,3,No,708.0
2256,No,Cash Back,Postcard,2,2,No,2,1,1,4,Yes,250.0
2257,No,Cash Back,Letter,1,1,No,3,3,1,3,Yes,125.0
2258,No,Air Miles,Letter,1,1,Yes,3,2,2,3,Yes,804.0
2259,No,Points,Letter,2,1,No,1,1,1,5,Yes,862.0
2260,No,Air Miles,Letter,2,2,No,2,3,1,3,Yes,1753.0
2261,No,Points,Postcard,1,1,No,2,1,1,5,Yes,514.0
2262,No,Cash Back,Letter,3,1,Yes,1,1,1,3,Yes,483.0
2263,No,Air Miles,Letter,1,2,No,3,1,1,5,No,315.0
2264,No,Points,Letter,2,1,No,3,3,1,5,Yes,1728.0
2265,No,Points,Postcard,2,1,Yes,3,2,1,1,Yes,1292.0
2266,No,Air Miles,Postcard,1,1,No,1,3,1,3,Yes,201.0
2267,No,Air Miles,Letter,1,1,No,2,1,1,4,Yes,835.0
2268,No,Cash Back,Letter,2,1,No,1,1,1,3,No,572.0
2269,No,Points,Letter,1,1,No,1,1,1,5,Yes,250.0
2270,No,Air Miles,Letter,3,1,No,3,1,1,4,Yes,1277.0
2271,No,Air Miles,Postcard,2,1,No,2,2,1,3,Yes,661.0
2272,No,Points,Postcard,1,1,No,1,1,2,4,Yes,2076.0
2273,No,Points,Letter,2,1,No,1,2,2,2,Yes,68.0
2274,No,Cash Back,Letter,3,2,No,2,1,1,5,Yes,2133.0
2275,No,Points,Postcard,3,1,No,3,2,1,3,No,40.0
2276,No,Points,Postcard,2,2,No,3,1,1,5,No,714.0
2277,No,Air Miles,Letter,1,2,No,2,2,1,2,Yes,142.0
2278,No,Air Miles,Postcard,3,1,No,2,2,1,4,Yes,463.0
2279,No,Points,Letter,1,2,No,1,1,2,4,Yes,318.0
2280,No,Air Miles,Letter,1,1,No,1,1,2,2,No,113.0
2281,No,Air Miles,Letter,1,1,Yes,2,2,1,3,Yes,286.0
2282,No,Air Miles,Letter,1,1,No,3,3,1,2,No,801.0
2283,No,Air Miles,Postcard,2,1,No,3,1,2,4,Yes,1834.0
2284,Yes,Cash Back,Postcard,2,1,No,1,1,1,4,No,469.0
2285,No,Air Miles,Postcard,2,1,No,2,2,2,4,Yes,863.0
2286,No,Points,Postcard,2,1,No,2,1,1,3,No,1141.0
2287,No,Cash Back,Postcard,3,1,No,2,2,2,2,No,681.0
2288,No,Air Miles,Postcard,2,1,No,3,3,2,3,Yes,138.0
2289,No,Cash Back,Letter,2,1,No,2,2,1,5,Yes,341.0
2290,No,Air Miles,Postcard,2,1,No,1,2,1,5,Yes,242.0
2291,No,Points,Letter,3,1,Yes,2,2,1,3,No,201.0
2292,No,Cash Back,Letter,1,2,No,2,2,1,5,Yes,600.0
2293,No,Air Miles,Postcard,3,1,No,3,2,1,4,No,332.0
2294,No,Air Miles,Postcard,2,2,No,1,3,1,4,Yes,1438.0
2295,No,Air Miles,Letter,3,1,No,2,2,2,2,No,4215.0
2296,No,Air Miles,Postcard,3,1,No,1,1,1,3,Yes,1610.0
2297,No,Cash Back,Postcard,1,1,No,3,1,1,4,Yes,2020.0
2298,No,Air Miles,Letter,1,1,No,1,2,1,3,No,2154.0
2299,No,Air Miles,Letter,3,1,No,1,2,2,4,Yes,379.0
2300,No,Air Miles,Postcard,2,2,No,2,1,1,3,Yes,857.0
2301,Yes,Points,Postcard,2,2,No,2,3,1,5,Yes,2029.0
2302,No,Points,Letter,2,1,No,3,2,1,4,Yes,665.0
2303,No,Cash Back,Letter,1,1,No,3,3,1,3,No,1714.0
2304,No,Points,Postcard,3,1,No,2,1,1,3,Yes,1104.0
2305,No,Air Miles,Letter,2,1,Yes,2,3,1,5,No,402.0
2306,No,Cash Back,Letter,1,1,No,1,3,2,4,Yes,311.0
2307,No,Air Miles,Letter,2,1,No,2,3,1,4,Yes,108.0
2308,No,Points,Letter,1,1,No,1,3,2,4,Yes,1282.0
2309,No,Cash Back,Letter,2,2,No,3,1,2,2,No,213.0
2310,No,Points,Postcard,2,2,No,2,1,1,4,No,468.0
2311,No,Air Miles,Letter,2,2,No,3,2,2,3,No,540.0
2312,No,Cash Back,Postcard,2,2,No,1,2,1,2,Yes,555.0
2313,No,Air Miles,Letter,1,1,Yes,2,1,1,3,Yes,989.0
2314,No,Points,Postcard,2,1,No,1,1,1,4,No,1007.0
2315,No,Points,Letter,3,1,No,3,2,1,4,No,1188.0
2316,No,Points,Letter,2,1,No,1,2,2,4,No,1808.0
2317,No,Points,Postcard,3,1,No,2,2,1,3,No,76.0
2318,No,Cash Back,Postcard,1,2,No,1,1,2,3,No,235.0
2319,No,Air Miles,Postcard,2,1,No,2,2,1,4,No,1146.0
2320,No,Air Miles,Postcard,1,1,Yes,3,2,1,4,Yes,1452.0
2321,No,Cash Back,Letter,2,1,No,3,1,1,3,Yes,43.0
2322,No,Air Miles,Letter,2,1,No,2,3,1,3,Yes,261.0
2323,No,Air Miles,Postcard,2,1,No,3,1,1,4,Yes,1376.0
2324,No,Cash Back,Letter,1,1,No,2,3,1,4,Yes,716.0
2325,No,Air Miles,Postcard,3,1,Yes,1,1,1,4,Yes,174.0
2326,No,Air Miles,Letter,1,2,No,3,3,1,1,Yes,18.0
2327,No,Air Miles,Postcard,2,2,Yes,1,2,1,2,No,296.0
2328,No,Points,Letter,1,2,No,1,1,1,4,Yes,465.0
2329,No,Cash Back,Postcard,2,2,Yes,2,1,1,3,No,1267.0
2330,No,Cash Back,Postcard,3,1,No,2,2,1,5,Yes,464.0
2331,No,Cash Back,Postcard,3,2,Yes,2,3,1,5,Yes,943.0
2332,No,Cash Back,Postcard,2,1,No,1,1,1,5,No,424.0
2333,No,Air Miles,Postcard,2,1,Yes,3,3,1,4,No,1858.0
2334,No,Air Miles,Letter,2,1,No,1,1,1,3,Yes,963.0
2335,No,Cash Back,Letter,2,1,No,1,1,1,4,Yes,720.0
2336,No,Air Miles,Letter,2,1,No,3,3,1,4,No,318.0
2337,No,Air Miles,Letter,1,2,No,1,2,1,4,No,1895.0
2338,No,Points,Letter,1,1,No,3,2,1,2,Yes,176.0
2339,No,Cash Back,Postcard,2,1,No,3,2,1,4,Yes,1477.0
2340,No,Air Miles,Postcard,3,1,No,2,2,1,4,No,518.0
2341,No,Air Miles,Postcard,3,1,No,2,2,2,3,Yes,204.0
2342,No,Air Miles,Postcard,3,1,No,2,1,1,5,Yes,1829.0
2343,No,Air Miles,Postcard,2,2,No,2,3,1,3,Yes,1992.0
2344,No,Cash Back,Letter,2,2,No,2,3,1,2,No,135.0
2345,No,Air Miles,Postcard,2,1,No,2,2,2,3,No,1161.0
2346,No,Air Miles,Postcard,3,1,No,2,2,1,3,Yes,579.0
2347,No,Air Miles,Postcard,2,1,No,2,2,2,5,Yes,855.0
2348,Yes,Cash Back,Postcard,1,1,No,1,1,2,4,Yes,2019.0
2349,No,Points,Letter,2,1,No,2,1,1,4,Yes,1160.0
2350,No,Cash Back,Letter,2,1,No,1,2,1,3,No,1582.0
2351,No,Cash Back,Postcard,1,1,No,3,2,1,3,Yes,136.0
2352,No,Points,Letter,2,1,No,2,2,1,3,Yes,32.0
2353,No,Cash Back,Postcard,1,1,Yes,3,1,1,5,No,699.0
2354,No,Points,Letter,2,2,Yes,1,1,1,2,Yes,496.0
2355,No,Points,Letter,2,1,No,1,2,1,2,Yes,1722.0
2356,No,Air Miles,Postcard,1,1,No,2,2,1,4,Yes,2180.0
2357,No,Air Miles,Postcard,2,1,No,3,1,1,5,Yes,1565.0
2358,No,Points,Postcard,2,2,No,2,1,1,4,Yes,850.0
2359,No,Cash Back,Letter,2,1,No,2,3,1,2,Yes,285.0
2360,No,Air Miles,Postcard,3,2,No,1,3,1,5,No,1765.0
2361,No,Points,Postcard,2,1,No,2,2,1,5,No,1142.0
2362,No,Air Miles,Letter,3,1,No,1,2,1,4,Yes,1729.0
2363,No,Air Miles,Postcard,2,1,Yes,1,1,1,4,No,1880.0
2364,No,Points,Letter,3,1,Yes,3,2,1,2,Yes,334.0
2365,No,Air Miles,Postcard,3,2,No,3,2,2,2,Yes,431.0
2366,No,Cash Back,Letter,3,1,No,1,1,1,5,Yes,342.0
2367,No,Cash Back,Letter,1,1,No,1,1,1,3,No,326.0
2368,No,Air Miles,Postcard,2,1,No,3,3,1,2,Yes,1293.0
2369,No,Air Miles,Letter,2,2,No,3,1,1,4,No,885.0
2370,No,Cash Back,Postcard,1,2,No,1,1,1,4,Yes,1663.0
2371,No,Points,Letter,2,1,No,3,2,1,5,No,244.0
2372,No,Points,Postcard,3,1,No,2,3,2,3,No,832.0
2373,No,Air Miles,Postcard,3,1,No,2,2,1,4,Yes,1798.0
2374,No,Points,Letter,1,2,No,2,2,2,3,Yes,463.0
2375,No,Cash Back,Letter,1,1,No,3,1,1,3,No,52.0
2376,Yes,Points,Postcard,3,1,No,1,2,1,5,Yes,314.0
2377,No,Air Miles,Letter,3,2,No,2,2,1,4,Yes,1030.0
2378,No,Cash Back,Letter,3,1,No,2,2,1,4,Yes,338.0
2379,No,Cash Back,Letter,1,1,No,1,2,1,4,Yes,976.0
2380,Yes,Cash Back,Letter,3,1,No,1,2,1,4,Yes,746.0
2381,No,Points,Letter,1,1,No,1,2,1,5,Yes,1133.0
2382,No,Points,Postcard,1,1,No,1,1,1,4,Yes,1809.0
2383,No,Cash Back,Postcard,2,2,No,3,2,1,5,No,246.0
2384,No,Air Miles,Postcard,1,1,No,2,3,1,3,Yes,599.0
2385,No,Cash Back,Postcard,3,1,Yes,2,1,1,2,No,772.0
2386,No,Air Miles,Letter,3,2,No,2,2,1,4,No,710.0
2387,No,Points,Letter,2,1,No,3,3,1,4,No,687.0
2388,No,Air Miles,Postcard,2,1,No,1,2,1,3,No,219.0
2389,No,Air Miles,Letter,3,2,No,3,1,1,5,Yes,971.0
2390,No,Cash Back,Postcard,2,1,No,1,2,1,2,No,333.0
2391,No,Air Miles,Postcard,3,1,No,3,2,1,3,Yes,562.0
2392,No,Air Miles,Postcard,2,1,No,2,2,1,2,Yes,1829.0
2393,No,Points,Letter,3,1,Yes,3,2,1,5,Yes,193.0
2394,No,Air Miles,Letter,3,1,Yes,2,3,1,3,No,529.0
2395,No,Points,Postcard,1,1,No,1,3,2,3,Yes,361.0
2396,No,Cash Back,Postcard,3,1,No,3,3,1,4,Yes,2151.0
2397,No,Air Miles,Letter,2,1,No,3,1,1,3,Yes,930.0
2398,No,Air Miles,Letter,1,1,No,3,2,1,2,No,249.0
2399,No,Points,Letter,2,1,No,1,3,2,3,No,513.0
2400,No,Cash Back,Letter,2,1,No,1,1,1,2,Yes,62.0
2401,No,Air Miles,Postcard,1,1,No,3,3,1,3,No,1633.0
2402,No,Air Miles,Postcard,2,2,No,1,1,1,4,Yes,1713.0
2403,No,Cash Back,Letter,2,1,No,2,1,2,4,No,1122.0
2404,No,Cash Back,Letter,2,1,No,1,1,1,3,Yes,663.0
2405,No,Air Miles,Postcard,2,1,No,1,3,1,4,Yes,196.0
2406,No,Points,Letter,2,1,No,3,1,1,3,Yes,174.0
2407,No,Air Miles,Letter,2,1,No,2,2,1,3,Yes,792.0
2408,No,Points,Letter,2,2,No,1,3,2,4,Yes,322.0
2409,No,Air Miles,Letter,3,2,Yes,1,1,1,4,Yes,436.0
2410,Yes,Air Miles,Letter,2,1,No,2,2,1,2,Yes,1903.0
2411,No,Points,Letter,1,1,No,1,3,1,5,Yes,724.0
2412,No,Points,Postcard,3,2,No,2,2,2,3,No,43.0
2413,No,Air Miles,Letter,2,1,No,3,1,1,4,Yes,165.0
2414,No,Cash Back,Postcard,2,1,Yes,1,1,2,2,Yes,708.0
2415,No,Air Miles,Letter,1,1,No,3,2,1,4,Yes,911.0
2416,No,Cash Back,Letter,1,1,No,1,3,1,2,Yes,660.0
2417,No,Air Miles,Postcard,3,2,No,2,1,2,5,No,35.0
2418,No,Points,Letter,1,2,No,2,1,1,5,Yes,1758.0
2419,No,Cash Back,Postcard,3,2,No,1,2,1,3,Yes,53.0
2420,No,Cash Back,Letter,1,1,No,1,2,2,4,No,602.0
2421,No,Cash Back,Postcard,2,1,No,1,1,2,3,Yes,1101.0
2422,No,Cash Back,Postcard,1,2,No,1,2,1,3,Yes,2153.0
2423,No,Points,Postcard,2,2,No,3,3,1,3,No,521.0
2424,No,Air Miles,Letter,3,1,No,2,2,1,5,Yes,831.0
2425,No,Air Miles,Postcard,3,1,No,2,1,1,3,Yes,730.0
2426,No,Points,Letter,1,2,No,3,2,1,3,No,1206.0
2427,No,Points,Letter,1,1,No,3,2,1,2,Yes,181.0
2428,No,Points,Letter,1,1,No,3,1,1,4,Yes,1366.0
2429,Yes,Air Miles,Postcard,1,1,No,1,2,2,3,Yes,1472.0
2430,No,Air Miles,Postcard,2,1,Yes,3,2,1,3,Yes,693.0
2431,No,Cash Back,Letter,2,1,Yes,2,2,1,3,No,1662.0
2432,No,Points,Postcard,2,1,No,2,1,1,4,Yes,419.0
2433,No,Air Miles,Letter,1,1,No,3,1,2,3,Yes,985.0
2434,No,Cash Back,Postcard,2,1,No,1,1,1,4,No,231.0
2435,No,Points,Letter,3,2,Yes,2,3,1,5,No,613.0
2436,No,Points,Postcard,1,1,No,3,1,1,4,Yes,602.0
2437,No,Air Miles,Letter,2,1,No,1,1,1,3,Yes,696.0
2438,No,Points,Letter,1,2,No,2,1,1,3,No,226.0
2439,No,Air Miles,Postcard,2,1,No,2,1,1,3,No,212.0
2440,No,Air Miles,Postcard,3,2,No,2,2,1,5,Yes,372.0
2441,No,Cash Back,Postcard,2,1,No,2,2,1,5,No,68.0
2442,No,Air Miles,Postcard,2,2,No,3,1,1,4,No,626.0
2443,No,Points,Letter,3,1,No,3,2,1,3,No,367.0
2444,No,Points,Letter,2,1,No,2,1,2,5,No,524.0
2445,No,Air Miles,Postcard,2,2,No,2,1,1,2,Yes,523.0
2446,No,Air Miles,Postcard,3,1,No,2,3,1,2,Yes,1413.0
2447,Yes,Points,Postcard,1,1,No,1,1,2,4,No,772.0
2448,No,Points,Letter,3,1,No,3,1,2,3,Yes,31.0
2449,No,Cash Back,Postcard,1,1,No,3,2,1,3,Yes,397.0
2450,No,Points,Letter,2,1,No,1,2,1,4,No,658.0
2451,No,Air Miles,Letter,2,1,No,3,1,1,2,Yes,1249.0
2452,No,Points,Postcard,1,2,No,3,2,1,3,No,1203.0
2453,No,Cash Back,Postcard,2,2,No,3,2,2,3,Yes,113.0
2454,No,Points,Postcard,1,1,Yes,3,3,1,4,No,746.0
2455,No,Cash Back,Letter,2,1,No,2,1,2,4,Yes,219.0
2456,No,Cash Back,Letter,1,1,No,2,3,2,3,Yes,127.0
