,accept,balance,income,accounts,rating,cards,homes,family,reward_Cash Back,reward_Points,m_type_Postcard,overdraft_Yes,owner_Yes
882,No,0.6676038737894407,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0
883,No,0.4326772883473915,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
884,No,0.3767572633552015,0.0,0.0,1.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0
885,No,0.24773508278662915,0.5,0.0,0.5,0.0,0.0,0.75,0.0,0.0,1.0,0.0,1.0
886,No,0.3298969072164949,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
887,No,0.429553264604811,1.0,0.0,0.5,0.5,0.0,0.75,0.0,0.0,0.0,0.0,1.0
888,No,0.13152139956263667,0.5,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
889,No,0.14183067791315213,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0
890,No,0.401124648547329,1.0,0.0,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
891,No,0.2093095907528897,0.5,0.0,0.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
892,No,0.15526398000624805,0.5,1.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
893,No,0.020930959075288972,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
894,No,0.06779131521399562,0.5,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
895,No,0.07935020306154326,0.5,0.0,1.0,0.5,0.0,0.75,1.0,0.0,1.0,0.0,0.0
896,No,0.0993439550140581,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0
897,No,0.2274289284598563,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
898,No,0.44329896907216493,0.5,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0
899,No,0.09715713839425179,1.0,0.0,1.0,1.0,1.0,0.75,1.0,0.0,0.0,0.0,0.0
900,No,0.1740081224617307,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
901,No,0.25616994689159633,0.0,0.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
902,No,0.04967197750702905,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0
903,No,0.13558263042799124,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0
904,No,0.3820681037175883,1.0,0.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
905,No,0.415807560137457,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0
906,No,0.26398000624804746,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0
907,No,0.3317713214620431,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
908,No,0.29303342705404556,1.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0
909,No,0.5545142143080287,0.5,1.0,1.0,0.0,1.0,0.75,1.0,0.0,1.0,0.0,1.0
910,No,0.20618556701030927,0.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
911,No,0.27897532021243365,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
912,No,0.27835051546391754,1.0,1.0,1.0,0.5,0.0,0.25,1.0,0.0,1.0,0.0,1.0
913,No,0.29053420805998126,0.5,0.0,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,1.0
914,No,0.1746329272102468,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0
915,No,0.02280537332083724,1.0,0.0,1.0,1.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0
916,No,0.17057169634489222,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
917,No,0.11715089034676664,1.0,0.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,0.0
918,No,0.18150577944392374,0.5,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0
919,No,0.5913776944704779,1.0,0.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,0.0,0.0
920,No,0.056232427366447985,0.5,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0
921,No,0.5045298344267417,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0
922,No,0.07278975320212434,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0
923,No,0.22867853795688847,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,1.0
924,No,0.09590752889721964,1.0,0.0,0.5,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
925,No,0.6522961574507966,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
926,No,0.05248359887535145,1.0,0.0,1.0,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0
927,No,0.1718213058419244,0.5,0.0,0.5,1.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0
928,No,0.028741018431740085,0.5,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0
929,No,0.10121836925960637,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0
930,No,0.2908466104342393,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0
931,No,0.3414557950640425,1.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
932,No,0.22086847860043735,0.0,1.0,1.0,0.0,1.0,0.75,0.0,1.0,1.0,0.0,1.0
933,No,0.11715089034676664,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
934,No,0.5673227116526085,1.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0
935,No,0.10590440487347703,0.5,0.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0
936,No,0.1696344892221181,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
937,No,0.401124648547329,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,1.0
938,No,0.5101530771633865,0.5,0.0,1.0,0.5,0.0,0.75,0.0,1.0,0.0,0.0,0.0
939,No,0.1633864417369572,1.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
940,No,0.3423930021868166,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
941,No,0.3105279600124961,0.0,1.0,0.5,0.0,0.0,0.75,0.0,1.0,0.0,1.0,1.0
942,No,0.18088097469540765,0.5,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
943,No,0.03342705404561075,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0
944,No,0.3695720087472665,1.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0
945,No,0.5616994689159637,0.5,0.0,0.5,0.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0
946,No,0.22805373320837238,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
947,No,0.5370196813495782,0.5,0.0,0.5,1.0,1.0,0.75,1.0,0.0,1.0,0.0,1.0
948,No,0.11590128084973444,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0
949,No,0.0684161199625117,1.0,0.0,0.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,0.0
950,No,0.2964698531708841,1.0,0.0,0.5,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0
951,No,0.019681349578256794,1.0,0.0,0.5,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.0
952,No,0.3105279600124961,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
953,No,0.2077475788815995,0.5,0.0,1.0,0.5,0.0,0.75,0.0,1.0,0.0,0.0,1.0
954,No,0.5429553264604811,0.5,0.0,1.0,0.5,0.0,0.75,0.0,1.0,0.0,0.0,1.0
955,No,0.03061543267728835,0.0,1.0,0.5,0.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0
956,No,0.28959700093720714,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
957,No,0.3024054982817869,0.5,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0
958,No,0.22649172133708217,0.0,0.0,0.5,1.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0
959,No,0.260543580131209,1.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
960,No,0.6354264292408622,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0
961,No,0.1521399562636676,0.0,0.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
962,No,0.1986879100281162,1.0,0.0,1.0,0.5,0.0,0.25,1.0,0.0,0.0,0.0,1.0
963,No,0.2986566697906904,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
964,No,0.5267104029990628,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
965,No,0.21368322399250234,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0
966,No,0.2920962199312715,0.5,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0
967,No,0.4386129334582943,0.5,0.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
968,No,0.28084973445798184,0.5,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
969,No,0.3149015932521087,0.5,1.0,1.0,1.0,1.0,0.75,1.0,0.0,1.0,0.0,0.0
970,No,0.6554201811933771,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
971,No,0.1296469853170884,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
972,No,0.07935020306154326,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0
973,No,0.18494220556076224,0.5,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,1.0
974,No,0.02061855670103093,0.5,0.0,0.5,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0
975,No,0.2908466104342393,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0
976,No,0.3867541393314589,0.5,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0
977,No,0.5323336457357076,0.5,0.0,1.0,0.5,1.0,0.75,0.0,1.0,0.0,0.0,0.0
978,No,0.21555763823805063,0.5,1.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
979,No,0.1352702280537332,0.5,0.0,0.5,0.5,1.0,0.25,0.0,1.0,0.0,0.0,1.0
980,No,0.03217744454857857,0.0,0.0,0.5,1.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0
981,No,0.5523273976882225,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
982,No,0.14464229928147454,0.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0
983,No,0.18869103405185877,0.5,0.0,0.5,0.5,1.0,0.75,0.0,1.0,0.0,0.0,1.0
984,No,0.09497032177444549,1.0,0.0,0.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,0.0
985,No,0.507029053420806,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0
986,No,0.06966572945954388,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0
987,No,0.2983442674164324,1.0,1.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0
988,No,0.42830365510777885,1.0,0.0,0.5,1.0,0.0,0.75,1.0,0.0,0.0,1.0,1.0
989,No,0.24117463292721025,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.0
990,No,0.036551077788191194,1.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
991,No,0.16994689159637613,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0
992,No,0.06341768197438301,1.0,1.0,0.0,1.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
993,No,0.1146516713527023,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0
994,No,0.41237113402061853,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
995,No,0.07497656982193064,0.0,1.0,1.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0
996,No,0.20556076226179318,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
997,No,0.2033739456419869,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
998,No,0.24773508278662915,0.5,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
999,No,0.06654170571696345,0.5,0.0,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,1.0
1000,No,0.2852233676975945,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
1001,No,0.47766323024054985,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0
1002,No,0.0499843798812871,0.5,1.0,1.0,0.5,1.0,0.25,0.0,1.0,1.0,0.0,1.0
1003,No,0.29490784129959385,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1004,No,0.09653233364573569,0.5,0.0,0.5,0.0,0.0,0.75,1.0,0.0,1.0,0.0,0.0
1005,No,0.4073726960324899,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.0
1006,No,0.09715713839425179,0.5,0.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,1.0,1.0
1007,No,0.06466729147141519,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1.0,1.0
1008,No,0.4604810996563574,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0
1009,No,0.29303342705404556,0.5,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
1010,No,0.028741018431740085,1.0,0.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
1011,No,0.22836613558263047,0.5,1.0,0.5,0.5,0.0,0.75,0.0,1.0,0.0,0.0,0.0
1012,No,0.4239300218681662,0.5,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,0.0
1013,No,0.20118712902218058,0.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
1014,No,0.2014995313964386,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0
1015,No,0.11590128084973444,0.5,1.0,0.5,0.5,1.0,0.5,0.0,1.0,0.0,0.0,1.0
1016,No,0.6329272102467979,0.5,1.0,0.0,1.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
1017,No,0.1768197438300531,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
1018,No,0.4823492658544205,0.5,1.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0
1019,No,0.31208997188378634,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,1.0
1020,No,0.5810684161199625,1.0,0.0,1.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0
1021,No,0.13433302093095909,1.0,0.0,1.0,0.5,0.0,0.25,1.0,0.0,1.0,0.0,1.0
1022,No,0.16088722274289283,1.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,0.0
1023,No,0.3598875351452671,0.5,1.0,0.5,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
1024,No,0.22368009996875976,0.5,0.0,0.5,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.0
1025,No,0.3430178069353327,0.5,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0
1026,No,0.0684161199625117,0.5,0.0,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,1.0
1027,No,0.14183067791315213,1.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,1.0,1.0
1028,No,0.18837863167760074,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0
1029,No,0.19775070290534208,1.0,0.0,1.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1030,No,0.26585442049359576,0.5,0.0,0.5,0.5,0.0,0.75,0.0,0.0,0.0,1.0,0.0
1031,No,0.17213370821618243,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0
1032,No,0.4379881287097781,0.5,0.0,1.0,0.5,0.0,0.25,1.0,0.0,1.0,0.0,1.0
1033,No,0.4729771946266792,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
1034,No,0.16276163698844112,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1035,No,0.3983130271790066,1.0,1.0,1.0,0.5,0.0,0.25,1.0,0.0,0.0,0.0,1.0
1036,No,0.27647610121836924,0.0,1.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0
1037,No,0.03811308965948142,0.5,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
1038,No,0.5741955638862856,0.0,1.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
1039,No,0.5810684161199625,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0
1040,No,0.1399562636676039,1.0,0.0,0.5,0.5,0.0,0.25,1.0,0.0,0.0,0.0,1.0
1041,No,0.016869728209934393,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
1042,No,0.0018744142455482664,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0
1043,No,0.6029365823180256,1.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0
1044,No,0.612933458294283,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1045,No,0.2689784442361762,0.0,0.0,1.0,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0
1046,No,0.14058106841611995,1.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0
1047,No,0.281786941580756,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
1048,No,0.04810996563573884,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1049,No,0.25960637300843487,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1050,No,0.5385816932208685,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1051,No,0.17650734145579505,0.5,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,1.0
1052,No,0.27866291783817554,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1053,No,0.02405498281786942,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1054,No,0.46485473289596996,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0
1055,No,0.12902218056857231,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
1056,No,0.05404561074664168,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0
1057,No,0.1330834114339269,0.5,0.0,1.0,0.5,1.0,0.75,0.0,1.0,0.0,0.0,0.0
1058,No,0.10059356451109029,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0
1059,No,0.35207747578881604,0.5,0.0,0.5,0.5,0.0,0.25,1.0,0.0,1.0,0.0,1.0
1060,No,0.12527335207747578,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0
1061,No,0.12089971883786317,0.5,0.0,0.5,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
1062,No,0.3414557950640425,0.5,0.0,0.5,1.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
1063,No,0.017806935332708527,0.5,0.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,1.0
1064,No,0.1184004998437988,0.5,0.0,0.5,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
1065,No,0.08528584817244611,1.0,1.0,0.5,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0
1066,No,0.22836613558263047,0.5,0.0,0.5,0.0,0.0,0.25,1.0,0.0,1.0,0.0,0.0
1067,No,0.27647610121836924,0.5,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
1068,No,0.14964073726960325,0.5,0.0,0.5,0.5,0.0,0.25,1.0,0.0,0.0,0.0,0.0
1069,No,0.018119337706966575,0.5,0.0,1.0,1.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
1070,No,0.1711965010934083,1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
1071,No,0.015620118712902217,1.0,1.0,0.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
1072,No,0.09278350515463918,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
1073,No,0.2983442674164324,1.0,0.0,0.5,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0
1074,No,0.08278662917838174,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0
1075,No,0.1190253045923149,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1076,No,0.21087160262417992,0.5,0.0,1.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,1.0
1077,No,0.06966572945954388,0.5,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
1078,No,0.21774445485785696,1.0,0.0,0.5,0.5,1.0,0.75,0.0,1.0,0.0,0.0,1.0
1079,No,0.5560762261793191,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1080,No,0.23430178069353327,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1081,No,0.0724773508278663,0.5,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,1.0
1082,No,0.3630115588878475,1.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0
1083,No,0.2624179943767573,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
1084,No,0.10902842861605747,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1085,No,0.3211496407372696,1.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0
1086,No,0.48734770384254916,0.5,0.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,1.0
1087,No,0.3070915338956576,0.0,1.0,0.5,0.5,1.0,0.25,1.0,0.0,0.0,0.0,1.0
1088,No,0.17650734145579505,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
1089,No,0.4732895970009372,0.5,0.0,0.5,0.0,1.0,0.25,0.0,0.0,1.0,0.0,0.0
1090,No,0.04561074664167448,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0
1091,No,0.19493908153701967,1.0,0.0,1.0,0.5,0.0,0.75,1.0,0.0,1.0,0.0,0.0
1092,No,0.2414870353014683,0.0,0.0,1.0,0.0,0.0,0.75,1.0,0.0,1.0,0.0,0.0
1093,No,0.19587628865979378,1.0,0.0,0.5,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
1094,No,0.10965323336457357,1.0,1.0,1.0,0.5,1.0,0.75,0.0,1.0,0.0,1.0,1.0
1095,No,0.570446735395189,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0
1096,No,0.45704467353951894,1.0,0.0,0.5,0.5,0.0,0.75,1.0,0.0,1.0,0.0,1.0
1097,No,0.28647297719462667,0.5,0.0,0.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0
1098,No,0.35114026866604187,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
1099,No,0.42549203373945643,0.0,1.0,1.0,0.0,1.0,0.75,1.0,0.0,0.0,1.0,0.0
1100,No,0.09278350515463918,0.5,0.0,1.0,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0
1101,No,0.3911277725710715,0.5,0.0,0.0,0.5,0.0,0.25,1.0,0.0,0.0,0.0,1.0
1102,No,0.5054670415495157,0.5,0.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0
1103,No,0.10371758825367071,1.0,0.0,0.5,0.5,0.0,0.25,0.0,1.0,1.0,0.0,1.0
1104,No,0.27616369884411124,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0
1105,No,0.27866291783817554,0.5,0.0,0.5,0.5,0.0,0.75,1.0,0.0,1.0,0.0,1.0
1106,No,0.21993127147766323,0.5,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0
1107,No,0.6004373633239612,0.0,1.0,1.0,0.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0
1108,No,0.5654482974070603,0.0,1.0,0.5,0.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0
1109,No,0.15963761324586065,0.0,0.0,0.5,0.5,0.0,0.75,0.0,1.0,0.0,1.0,1.0
1110,No,0.07185254607935021,0.0,0.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,1.0
1111,No,0.2699156513589503,0.0,1.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,0.0,0.0
1112,No,0.5107778819119024,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0
1113,No,0.4982817869415807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1114,No,0.12027491408934707,0.0,1.0,0.5,0.5,1.0,0.5,0.0,1.0,1.0,0.0,1.0
1115,No,0.04311152764761012,1.0,0.0,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,1.0
1116,No,0.3077163386441737,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0
1117,No,0.19337706966572946,1.0,0.0,1.0,1.0,0.0,0.75,1.0,0.0,1.0,1.0,1.0
1118,No,0.011246485473289597,0.0,1.0,1.0,0.5,0.0,0.75,1.0,0.0,0.0,1.0,1.0
1119,No,0.584504842236801,0.5,0.0,0.5,0.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0
1120,No,0.06373008434864105,0.5,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
1121,No,0.013745704467353952,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
1122,No,0.5613870665417057,0.5,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0
1123,No,0.3470790378006873,0.5,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0
